v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
90000.0,0,3,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,11,100000.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bb2094100,1,1,0,2,yes,no,11,23,0,0,0,0,1,0,0,0,0,2,1.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,34,121,1156,4,0,1,1.0,1.0,529,1156
90000.0,0,4,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,4,,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,c51f9c774,0,2,1,2,yes,no,4,9,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,16,6241,4,0,0,1.0,1.0,81,6241
90000.0,0,4,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,15,,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,c51f9c774,0,2,1,2,yes,no,4,9,0,0,0,0,0,0,0,1,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,39,225,1521,4,0,0,1.0,1.0,81,1521
90000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,90000.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,4,3,no,10,17,0,0,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,121,361,16,0,4,16.0,9.0,289,361
215000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,2,90000.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,4,3,no,10,17,0,1,0,0,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,70,4,4900,16,0,4,16.0,9.0,289,4900
215000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,90000.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6893e65ca,2,2,1,4,3,no,10,17,0,0,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,121,361,16,0,4,16.0,9.0,289,361
150000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,10,90000.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,4,3,no,10,17,0,0,0,1,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,100,2500,16,0,4,16.0,9.0,289,2500
150000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,12,215000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,2,no,15,no,13,0,0,0,0,0,0,1,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,22,144,484,4,225,0,1.0,0.0,169,484
100000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,15,215000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,2,no,15,no,13,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,26,225,676,4,225,0,1.0,0.0,169,676
100000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,4,150000.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,2,8,4,no,10,0,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,69,16,4761,4,16,0,4.0,64.0,100,4761
100000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,16,150000.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,2,8,4,no,10,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,66,256,4356,4,16,0,4.0,64.0,100,4356
120000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,100000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,no,6,no,10,0,0,1,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,41,36,1681,9,36,0,9.0,0.0,100,1681
120000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,13,100000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,no,6,no,10,0,0,0,0,0,0,0,1,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,169,400,9,36,0,9.0,0.0,100,400
120000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,12,100000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,no,6,no,10,0,0,0,0,0,0,1,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,40,144,1600,9,36,0,9.0,0.0,100,1600
100000.0,0,5,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,15,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1e84a2ac8,0,1,0,1,no,15,no,15,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,225,1936,1,225,0,0.25,0.0,225,1936
100000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,120000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,.5,6,no,6,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,69,36,4761,9,36,0,2.25,0.25,36,4761
80000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,120000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,.5,6,no,6,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,62,36,3844,9,36,0,2.25,0.25,36,3844
80000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,8,120000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,.5,6,no,6,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,33,64,1089,9,36,0,2.25,0.25,36,1089
80000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,8,100000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,2,no,8,no,9,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,64,1225,4,64,0,1.0,0.0,81,1225
90000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,100000.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,2,no,8,no,9,0,0,0,0,1,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,121,784,4,64,0,1.0,0.0,81,784
90000.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,1,,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,28,1,784,25,121,1,2.7777777,0.0625,25,784
120000.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,11,,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,56,121,3136,25,121,1,2.7777777,0.0625,25,3136
120000.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,6,,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,30,36,900,25,121,1,2.7777777,0.0625,25,900
120000.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,0,,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,19,0,361,25,121,1,2.7777777,0.0625,25,361
120000.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,3,,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,9,2704,25,121,1,2.7777777,0.0625,25,2704
168000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,80000.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,36,1296,9,64,1,2.25,0.25,49,1296
168000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,80000.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,15,64,225,9,64,1,2.25,0.25,49,225
168000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,80000.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,64,1369,9,64,1,2.25,0.25,49,1369
