Locationid,Location,LocPropertyType,LocProvince,LocPostal,LocDistrict,LocRegion,RegionName,Market,PopulationRank,FundraisingYear,cy_funds,cy_1_funds,cy_2_funds,change,target,cy_checkins,cy_1_checkins,cy_2_checkins,cy_contacts,cy_1_contacts,cy_2_contacts,cy_images,cy_1_images,cy_2_images,cy_notes,cy_1_notes,cy_2_notes
128087,1757,Buy More Supercenter,MN,55811,419,52,Central,Minneapolis-St. Paul,3,2018,10082.4495,4899.1998,6355.4634,1.057978836,1,4,6,6,0,0,1,0,0,0,5,6,6
131583,6602,Member's Buy More,AK,99504,63,Western,West,Anchorage,1,2016,3762.04,2241.52,6355.43,0.678343267,1,0,0,0,0,0,0,0,0,0,0,0,0
132259,858,Buy More Supercenter,GA,39828,97,3,Southeast,Gainesville-West Palm Beach,3,2018,2712.9794,4809.4,6354.83,-0.435900653,0,1,0,3,0,2,0,0,0,11,0,0,0
129511,3301,Buy More,RI,2904,161,17,Northeast,Providence,2,2018,7843.59,7761.9,6353.87,0.010524485,0,5,0,0,0,0,1,0,0,0,1,0,1
131002,5667,Buy More Supercenter,WI,53172,435,53,Central,Milwaukee,3,2016,8778.4165,9831.56,6352.3,-0.107118657,0,0,0,0,0,0,0,0,0,0,0,0,0
130256,4568,Buy More Supercenter,NE,68008,432,51,West,Omaha,2,2017,3394.9498,5534.9801,6352.28,-0.386637397,0,0,0,0,0,2,0,0,0,0,0,0,0
130513,4998,Member's Buy More,FL,32159,7,Southeast,Southeast,Gainesville-West Palm Beach,3,2016,4019.2332,4083.19,6352.24,-0.01566344,0,2,0,0,4,0,0,0,0,0,2,0,0
128301,1950,Buy More Supercenter,NC,27910,301,27,Northeast,Norfolk-Portsmouth,2,2015,9295.05,10253.38,6351.8899,-0.093464789,0,0,0,0,0,0,0,0,0,0,0,0,0
129165,2855,Buy More Supercenter,KS,66217,362,40,Central,Kansas City,2,2018,5583.1094,5539.0599,6350.9001,0.007952523,0,3,3,2,0,4,1,0,0,0,8,1,0
131035,5731,Buy More Supercenter,VA,22508,291,27,Northeast,Richmond-Petersburg,2,2016,8656.1799,5157.42,6350.48,0.678393441,1,1,0,0,1,0,0,0,0,0,0,0,0
128740,239,Buy More Supercenter,MS,39090,138,14,Southeast,"Jackson, MS",2,2015,6443.82,7747.63,6349.97,-0.168285011,0,0,0,0,0,0,0,0,0,0,0,0,0
127604,1320,Buy More Supercenter,TN,37920,122,12,Southeast,Knoxville,2,2015,8418.2,5979.81,6349.7996,0.407770481,0,0,0,0,0,0,0,0,0,0,0,0,0
131022,5703,Buy More Supercenter,AL,35758,5,14,Southeast,Birmingham,3,2017,8859.2299,8998.4401,6349.75,-0.015470481,0,1,0,0,0,0,0,0,0,0,0,0,0
130051,4220,Neighborhood Buy More,VA,23453,502,59,Northeast,Norfolk-Portsmouth,2,2018,2570.5394,3735.1798,6349.2234,-0.311803036,0,0,0,4,0,0,0,0,0,0,0,0,4
579681,4109,Member's Buy More,LA,71111,91,South Central,Southeast,Shreveport,1,2018,5440.15,3730.7598,6348.9201,0.458188222,0,2,9,2,0,0,0,3,1,20,1,3,1
130164,4403,Buy More Supercenter,NY,12804,187,18,Northeast,Albany-Schenectady-Troy,2,2016,6218.3601,10281.47,6348.38,-0.395187643,0,1,0,0,1,0,0,0,0,0,1,0,0
129755,3594,Neighborhood Buy More,TX,76013,58,64,Central,Ft. Worth,2,2017,2549.7799,5598.9233,6346.07,-0.544594601,0,0,0,0,0,0,0,0,0,0,0,0,0
130017,4115,Buy More Supercenter,TX,78108,87,8,Central,San Antonio,2,2018,8069.8394,6770.4498,6345.2434,0.19192072,0,7,6,1,0,0,1,1,0,0,7,4,0
131611,6628,Member's Buy More,CA,90505,55,Western,West,Los Angeles,3,2017,6410.8199,8563.2566,6345.07,-0.251357258,0,1,0,0,0,0,0,1,0,0,1,0,0
130784,5313,Buy More Supercenter,MO,63367,339,43,Central,St. Louis,3,2015,5989.14,5750.82,6344.5896,0.041441047,0,0,0,0,0,0,0,0,0,0,0,0,0
131896,764,Buy More Supercenter,AL,35022,13,14,Southeast,Birmingham,3,2016,10942.2168,8762.57,6344.41,0.248745151,0,0,0,0,0,0,0,0,0,0,0,0,0
131381,6327,Member's Buy More,OH,44484,31,Northeast,Northeast,Akron,2,2017,6308.2999,5720.5166,6344.38,0.102750038,0,4,1,0,0,1,0,3,0,0,4,1,0
127922,161,Buy More Supercenter,TN,38344,147,12,Southeast,Memphis,2,2016,3378.6667,10852.42,6344.34,-0.688671587,0,0,0,0,0,0,0,0,0,0,0,0,0
128656,229,Buy More Supercenter,AR,72472,329,42,Southeast,Memphis,2,2017,1995.4698,2979.6465,6343.56,-0.330299819,0,1,1,0,0,1,0,0,0,0,1,0,0
130308,467,Buy More Supercenter,TX,76205,52,5,Central,Ft. Worth,2,2016,10505.5335,11623.11,6343.46,-0.096151245,0,0,0,0,0,0,0,0,0,0,0,0,0
127524,1247,Buy More Supercenter,KY,41701,258,41,Southeast,Lexington,2,2016,2813.25,2006.82,6342.15,0.40184471,0,0,0,0,0,0,0,0,0,0,0,0,0
131025,5707,Buy More Supercenter,TX,76227,52,5,Central,Ft. Worth,2,2016,8674.3499,13601.34,6341.82,-0.362242992,0,0,0,0,0,0,0,0,0,0,0,0,0
130669,5177,Buy-More,PA,19007,170,22,Northeast,Philadelphia,3,2016,2595.2066,4236.61,6341.18,-0.387433207,0,0,0,0,0,0,0,0,0,0,0,0,0
132142,8232,Distribution Center,IN,46140,None,None,Central,Indianapolis,3,2018,0,352.32,6339.61,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
129319,3025,Neighborhood Buy More,CA,95129,512,61,West,San Francisco-Oakland,3,2015,2848.64,1375.12,6339.3598,1.071557391,1,0,0,0,0,0,0,0,0,0,0,0,0
128820,2494,Buy More Supercenter,CA,92054,460,57,West,San Diego,3,2018,3626.0296,5635.5298,6338.9433,-0.356576981,0,2,2,0,0,1,0,1,4,0,2,2,0
128749,2400,Buy More Supercenter,OH,45601,218,21,Northeast,"Columbus, OH",2,2017,7244.0998,4922.5833,6338.39,0.471605326,0,4,0,0,0,0,0,0,0,0,4,0,0
131367,6313,Member's Buy More,IN,46818,38,North Central,Central,Indianapolis,3,2016,3985.4632,8213.14,6337.77,-0.514745493,0,0,0,0,0,0,0,0,0,0,0,0,0
131294,619,Buy More Supercenter,TN,37321,119,12,Southeast,Chattanooga,1,2018,6733.5899,3619.4199,6337.6267,0.860405835,1,2,4,1,0,1,0,2,0,0,2,1,0
181558,4141,Neighborhood Buy More,FL,33771,548,72,Southeast,Tampa-St. Petersburg,3,2015,1069.06,1987.3,6337.3396,-0.462054043,0,0,0,0,0,0,0,0,0,0,0,0,0
128477,2113,Buy More Supercenter,AZ,85015,370,46,West,Phoenix,3,2016,6297.9999,3895.13,6336.52,0.61689081,1,1,0,0,0,0,0,0,0,0,0,0,0
130154,4381,Buy More Supercenter,MO,65616,333,40,Central,"Springfield, MO",2,2017,6127.6799,11232.3068,6336.39,-0.454459355,0,2,0,0,0,0,0,2,0,0,0,0,0
127452,1182,Buy More Supercenter,FL,32164,94,9,Southeast,Orlando,2,2015,20174.17,25331.78,6335.9594,-0.203602352,0,0,0,0,0,0,0,0,0,0,0,0,0
130029,4166,Buy More Supercenter,TN,37874,119,12,Southeast,Knoxville,2,2018,6320.5395,7077.5498,6335.9534,-0.106959375,0,2,1,0,3,0,0,0,0,0,2,1,0
128369,2013,Buy More Supercenter,ME,4901,179,16,Northeast,Portland-Auburn,1,2016,10838.3602,13477.36,6335.53,-0.195809847,0,1,0,0,1,0,0,1,0,0,1,0,0
128478,2114,Buy More Supercenter,FL,32428,7,3,Southeast,Pensacola,2,2015,8628.72,6431.5,6335.3597,0.341634144,0,0,0,0,0,0,0,0,0,0,0,0,0
127599,1316,Buy More Supercenter,WI,54235,440,53,Central,Milwaukee,3,2018,5457.4098,6240.3699,6333.4934,-0.125466937,0,1,0,0,0,0,0,1,0,0,1,0,0
132051,8142,Member's Buy More,SC,29301,22,Southeast,Southeast,"Greenville, SC",2,2016,10186.4067,5327.7,6332.34,0.911970775,1,0,0,0,0,0,0,0,0,0,0,0,0
130544,504,Buy More Supercenter,TX,77551,61,6,Central,Houston,3,2016,4412.4333,6216.74,6332.32,-0.290233579,0,2,0,0,0,0,0,2,0,0,1,0,0
128530,2161,Buy More,CA,94588,511,56,West,San Francisco-Oakland,3,2016,4775.71,3191.09,6331.14,0.496576405,0,0,0,0,0,0,0,0,0,0,0,0,0
127705,1413,Buy More Supercenter,IL,60014,270,25,Central,Chicago,3,2015,16738.48,12755.26,6330.7095,0.312280581,0,0,0,0,0,0,0,0,0,0,0,0,0
181670,4046,Neighborhood Buy More,TX,75040,561,64,Central,Dallas,3,2018,4082.1696,2340.87,6330.14,0.743868562,1,1,1,0,1,0,0,4,1,0,0,1,0
128555,219,Buy More Supercenter,MO,65301,359,40,Central,Kansas City,2,2015,4487.04,3767.46,6329.7299,0.19099871,0,0,0,0,0,0,0,0,0,0,0,0,0
130985,5639,Neighborhood Buy More,CA,92840,551,61,West,Orange County,3,2015,2461.53,6456.46,6329.0095,-0.618749284,0,0,0,0,0,0,0,0,0,0,0,0,0
131341,6261,Member's Buy More,NV,89123,41,Western,West,Las Vegas,2,2018,4843.4,8057.23,6328.5933,-0.398875296,0,0,0,0,0,0,0,0,0,0,0,0,0
130531,5028,Buy More Supercenter,OH,43614,207,21,Northeast,Toledo,2,2015,5472.11,4086.58,6327.5897,0.339043895,0,0,0,0,0,0,0,0,0,0,0,0,0
128726,2366,Buy More Supercenter,MA,2760,160,16,Northeast,Providence,2,2015,14505.22,23249.86,6326.3194,-0.376115813,0,0,0,0,0,0,0,0,0,0,0,0,0
132287,869,Buy More Supercenter,CO,81101,375,46,West,Denver,3,2016,4253.9135,2599.36,6324.74,0.636523413,1,0,0,0,0,0,0,0,0,0,0,0,0
129790,3634,Buy More Supercenter,PA,18252,232,18,Northeast,Wilkes Barre-Scranton,2,2018,4260.34,4334.1099,6324.2634,-0.017020773,0,4,3,0,1,1,0,0,0,0,4,3,0
674373,3164,Neighborhood Buy More,AR,72712,534,72,Central,Little Rock-Springdale,3,2017,1429.68,2879.63,6323.8698,-0.503519549,0,1,0,0,1,0,0,0,0,0,1,0,0
665791,4491,Neighborhood Buy More,CO,81504,490,61,West,Denver,3,2018,5366.91,6244.93,6323.6267,-0.140597252,0,0,1,0,0,1,0,0,0,0,0,1,0
588279,7180,Neighborhood Buy More,NC,28173,499,59,Southeast,Charlotte,2,2017,9107.6098,2723.7933,6322.83,2.343722815,1,0,0,0,0,0,0,0,0,0,0,0,0
129451,324,Buy More Supercenter,OK,74010,356,42,Central,Tulsa,2,2018,6091.1496,8105.8,6321.9068,-0.248544302,0,0,1,4,0,0,3,0,1,0,0,1,4
130030,4168,Buy More Supercenter,AR,72012,326,42,Central,Little Rock-Springdale,3,2015,12502.29,9615.49,6320.5395,0.30022391,0,0,0,0,0,0,0,0,0,0,0,0,0
129309,3008,Buy More Supercenter,GA,30314,23,2,Southeast,Atlanta,3,2018,3328.9794,1214.5999,6319.8866,1.740803288,1,0,1,0,0,1,0,0,0,0,0,1,0
130943,5495,Buy More,PA,19036,166,22,Northeast,Philadelphia,3,2017,2574.3798,3103.4067,6319.45,-0.170466507,0,0,0,0,0,0,0,0,0,0,0,0,0
130748,5273,Buy More Supercenter,WA,98382,472,60,West,Seattle-Tacoma,3,2016,3094.5067,3501.36,6318.58,-0.116198649,0,0,0,0,0,0,0,0,0,0,0,0,0
129516,3306,Neighborhood Buy More,TN,37206,493,73,Southeast,Nashville,2,2015,827.13,680.38,6317.9597,0.215688292,0,0,0,0,0,0,0,0,0,0,0,0,0
128705,2341,Buy More,MA,2169,159,16,Northeast,Boston,3,2016,8496.7302,13228.14,6317.46,-0.357677633,0,1,0,0,0,0,0,0,0,0,0,0,0
130427,4829,Member's Buy More,AZ,85295,37,Western,West,Phoenix,3,2017,4675.12,5674.0065,6317.34,-0.176046062,0,0,0,0,0,0,0,0,0,0,0,0,0
129499,3290,Buy More,HI,96732,470,49,West,Honolulu,2,2017,17836.39,8234.1299,6316.99,1.166153585,1,1,1,0,3,1,0,0,1,0,1,1,0
130124,4334,Buy More Supercenter,NC,28787,294,4,Southeast,"Greenville, SC",2,2015,8359.19,8382.72,6316.9097,-0.002806965,0,0,0,0,0,0,0,0,0,0,0,0,0
130957,559,Buy More Supercenter,IA,52761,418,51,Central,Cedar Rapids,3,2018,8906.6699,7210.75,6316.3033,0.235193274,0,0,0,1,0,0,0,0,0,0,0,0,0
130329,4702,Member's Buy More,TX,77546,52,South Central,Central,Houston,3,2015,3937.09,5444.38,6315.5995,-0.276852461,0,0,0,0,0,0,0,0,0,0,0,0,0
132039,8131,Member's Buy More,OH,45209,49,Northeast,Northeast,Cincinnati,2,2017,3555.8898,5631.9332,6315.51,-0.368620033,0,3,1,0,1,0,0,0,0,0,3,0,0
128855,2528,Buy More Supercenter,PA,17751,232,18,Northeast,Wilkes Barre-Scranton,2,2017,12217.4299,7405.6233,6315.19,0.649750386,1,2,0,0,0,0,0,8,0,0,0,0,0
127304,1047,Buy More Supercenter,GA,30260,22,2,Southeast,Atlanta,3,2017,2787.91,5164.3934,6315.07,-0.460166997,0,0,0,0,1,0,0,0,0,0,0,0,0
131012,5685,Buy-More,CA,93065,446,57,West,Los Angeles,3,2015,7651.45,3890.64,6314.8194,0.966630169,1,0,0,0,0,0,0,0,0,0,0,0,0
131606,6623,Member's Buy More,CA,95821,63,Western,West,Sacramento,3,2016,5197.8534,3213.49,6313.26,0.61751037,1,2,0,0,1,0,0,0,0,0,1,0,0
127356,1094,Buy More Supercenter,MO,64138,361,40,Central,Kansas City,2,2016,2762.6267,3186.56,6313.26,-0.133037915,0,2,0,0,0,0,0,0,0,0,1,0,0
132536,984,Buy More Supercenter,CO,80104,391,47,West,Denver,3,2017,5701.6399,8480.5667,6313.12,-0.327681734,0,1,2,0,1,1,0,0,0,0,1,1,0
128397,2040,Buy More Supercenter,NJ,8016,178,22,Northeast,Philadelphia,3,2018,4396.6496,3520.29,6311.6367,0.248945286,0,0,0,0,0,0,0,0,0,0,0,0,0
130553,5048,Buy More Supercenter,MI,48165,203,19,Central,Detroit,3,2017,6028.7199,3983.5167,6311.29,0.5134165,1,12,7,0,2,1,0,0,0,0,11,1,0
127799,1499,Buy More Supercenter,WV,24901,317,41,Northeast,Charleston-Huntington,2,2015,8537,9703.32,6311.2098,-0.120198035,0,0,0,0,0,0,0,0,0,0,0,0,0
127611,1327,Buy More Supercenter,IN,47250,243,41,Central,Indianapolis,3,2017,3180.59,7293.6299,6310.43,-0.563922211,0,0,0,0,0,0,0,0,0,0,0,0,0
128365,2009,Buy More,MD,21009,281,75,Northeast,Baltimore,3,2015,14239.73,12411.46,6309.3894,0.147304991,0,0,0,0,0,0,0,0,0,0,0,0,0
588247,2699,Neighborhood Buy More,GA,30501,554,59,Southeast,Atlanta,3,2016,6087.6432,4635.98,6309.0495,0.313129737,0,0,0,0,0,0,0,0,0,0,0,0,0
127564,1285,Buy More Supercenter,IA,52501,418,51,Central,Cedar Rapids,3,2018,5032.4397,4321.39,6306.1299,0.164541895,0,0,0,1,0,0,1,0,0,0,0,0,0
129419,3209,Buy More Supercenter,MN,55330,424,52,Central,Minneapolis-St. Paul,3,2016,6045.2033,5653.85,6304.74,0.069218904,0,0,0,0,0,0,0,0,0,0,0,0,0
128246,1900,Buy More Supercenter,ID,83318,400,47,West,Boise,1,2016,2866.04,2408.36,6304.48,0.190038034,0,0,0,0,0,0,0,0,0,0,0,0,0
127845,1539,Buy More Supercenter,OH,44906,213,21,Northeast,Akron,2,2017,6513.06,4872.6932,6303.67,0.336644794,0,6,3,0,0,1,0,0,0,0,6,2,0
127689,1399,Buy More Supercenter,VA,24523,315,27,Northeast,Lynchburg,1,2017,8352.66,16499.9166,6303.65,-0.493775623,0,2,2,0,0,0,0,0,0,0,0,0,0
131565,6562,Member's Buy More,MI,49444,45,North Central,Central,Grand Rapids,2,2017,7692.1199,5465.8867,6303.54,0.407295892,0,2,0,0,1,0,0,0,0,0,2,0,0
127642,1356,Buy More Supercenter,IN,46151,251,43,Central,Indianapolis,3,2018,5994.8094,6638.52,6301.5067,-0.09696598,0,0,0,1,0,0,1,0,0,3,0,0,1
129755,3594,Neighborhood Buy More,TX,76013,58,64,Central,Ft. Worth,2,2016,5598.9233,6346.07,6301.32,-0.117733763,0,0,0,0,0,0,0,0,0,0,0,0,0
132111,820,Buy More Supercenter,MO,65233,359,40,Central,Columbia-Jefferson City,1,2016,3022.2934,6220.83,6301.28,-0.51416557,0,2,0,0,1,0,0,1,0,0,1,0,0
132116,8204,Member's Buy More,LA,70815,91,South Central,Southeast,Baton Rouge,1,2017,6145.2799,2421.3398,6301.26,1.537966749,1,4,0,0,1,0,0,3,0,0,3,0,0
128413,2056,Buy More Supercenter,NY,12866,188,18,Northeast,Albany-Schenectady-Troy,2,2015,12956.08,13181.84,6299.2596,-0.017126592,0,0,0,0,0,0,0,0,0,0,0,0,0
128477,2113,Buy More Supercenter,AZ,85015,370,46,West,Phoenix,3,2018,6335.3597,2851.7598,6297.9999,1.221561472,1,0,1,1,0,1,0,0,0,0,0,1,0
130639,5141,Buy More Supercenter,NE,68116,432,51,West,Omaha,2,2015,13958.99,16034.46,6296.5196,-0.129438098,0,0,0,0,0,0,0,0,0,0,0,0,0
131326,6241,Member's Buy More,AZ,85260,37,Western,West,Phoenix,3,2016,2290.3567,5880.42,6295.32,-0.610511375,0,0,0,0,0,0,0,0,0,0,0,0,0
128187,1848,Buy More Supercenter,IL,60137,264,25,Central,Chicago,3,2017,6130.2599,4785.3733,6295.25,0.281041105,0,2,1,0,2,1,0,0,0,0,2,0,0
181629,4153,Buy More Supercenter,NJ,8857,175,17,Northeast,New Jersey,3,2015,4324.14,1484.44,6293.9898,1.912977284,1,0,0,0,0,0,0,0,0,0,0,0,0
130391,4783,Member's Buy More,TX,75040,30,South Central,Central,Dallas,3,2016,12862.5366,6146.1,6293.71,1.092796505,1,0,0,0,0,0,0,0,0,0,0,0,0
588458,4103,Buy More Supercenter,TX,78016,77,8,Central,San Antonio,2,2016,7651.4702,8391.03,6293.2294,-0.088136951,0,0,0,0,0,0,0,0,0,0,0,0,0
130476,4933,Member's Buy More,ND,58504,94,Western,West,Fargo-Valley City,1,2016,5762.4434,8047.53,6292.14,-0.283948814,0,0,0,0,0,0,0,0,0,0,0,0,0
131089,5835,Buy More Supercenter,AZ,85331,370,46,West,Phoenix,3,2015,2557.62,5911.68,6292.0295,-0.567361562,0,0,0,0,0,0,0,0,0,0,0,0,0
132015,8102,Member's Buy More,AL,36606,1,South Central,Southeast,Mobile,1,2017,6643.75,8610.5032,6290.89,-0.228413271,0,1,0,0,1,0,0,0,0,0,1,0,0
131388,6333,Member's Buy More,ME,4401,20,Northeast,Northeast,Bangor,1,2015,39259.03,23669.13,6289.54,0.658659613,1,0,0,0,0,0,0,0,0,0,0,0,0
131083,5823,Buy More Supercenter,TX,75231,583,5,Central,Dallas,3,2016,2903.82,3158.92,6289.44,-0.080755448,0,1,0,0,1,0,0,0,0,0,1,0,0
127547,127,Buy More Supercenter,AR,72104,324,42,Central,Little Rock-Springdale,3,2018,11390.0497,10363.41,6289.0633,0.099063889,0,0,1,1,0,0,1,0,0,0,0,1,1
130916,5462,Buy More Supercenter,WA,98683,476,60,West,"Portland, OR",3,2016,5341.8898,6141.11,6288.1,-0.130142629,0,0,0,0,0,0,0,0,0,0,0,0,0
128746,2399,Buy More Supercenter,NH,3103,184,16,Northeast,Boston,3,2016,8311.8933,4236.81,6286.52,0.961828191,1,0,0,0,0,0,0,0,0,0,0,0,0
130469,4917,Member's Buy More,NC,28117,50,Southeast,Southeast,Charlotte,2,2017,9151.7499,10075.7434,6285.65,-0.091704747,0,4,0,0,2,0,0,1,0,0,5,0,0
131879,750,Buy More Supercenter,IA,50644,415,51,Central,Cedar Rapids,3,2017,8058.4999,8687.5668,6285.52,-0.072410022,0,0,0,0,0,0,0,0,0,0,0,0,0
665795,4589,Neighborhood Buy More,TN,37042,494,59,Southeast,Nashville,2,2018,3303.1194,3640.5498,6284.5032,-0.09268666,0,1,2,0,2,0,0,0,0,0,0,2,0
132527,978,Buy More Supercenter,KS,67005,406,47,Central,Wichita-Hutchinson Plus,2,2017,3530.6098,4520.0333,6284.33,-0.218897392,0,2,1,0,0,1,0,0,0,0,1,1,0
130257,4569,Buy More Supercenter,ND,58318,427,52,West,Fargo-Valley City,1,2015,5870.72,4961.55,6283.83,0.18324314,0,0,0,0,0,0,0,0,0,0,0,0,0
130901,5443,Buy More Supercenter,IN,46203,249,43,Central,Indianapolis,3,2018,4360.2299,4486.1499,6283.5698,-0.028068612,0,0,0,0,0,0,0,0,0,0,0,0,0
128564,2198,Buy More Supercenter,MN,55420,423,52,Central,Minneapolis-St. Paul,3,2016,3009.9866,2368.41,6283.4,0.270889162,0,1,0,0,0,0,0,1,0,0,1,0,0
587950,6246,Member's Buy More,TX,79924,47,Western,Central,El Paso,1,2016,10724.6335,6632.31,6283.3998,0.617028381,1,0,0,0,0,0,0,0,0,0,0,0,0
130704,5219,Buy More Supercenter,KS,66049,411,40,Central,Kansas City,2,2016,5991.1,12654.5,6283.26,-0.526563673,0,2,0,0,2,0,0,0,0,0,0,0,0
131071,5797,Buy More Supercenter,GA,31705,27,3,Southeast,"Albany, GA",1,2018,3153.8995,1416.5998,6281.1766,1.226387085,1,2,2,3,0,1,0,0,2,0,2,1,1
127684,1394,Buy More Supercenter,WI,53228,435,53,Central,Milwaukee,3,2015,8672.19,9815.4,6280.04,-0.116471056,0,0,0,0,0,0,0,0,0,0,0,0,0
129542,3339,Buy More Supercenter,NJ,8360,165,22,Northeast,Philadelphia,3,2018,4759.6198,4903.2999,6278.5968,-0.029302735,0,0,0,0,0,0,0,0,0,0,0,0,0
131533,6506,Member's Buy More,GA,31707,16,Southeast,Southeast,"Albany, GA",1,2018,8818.9001,5672.7498,6277.8701,0.554607626,1,4,2,2,0,0,1,0,0,0,3,1,1
127729,1435,Buy More Supercenter,IA,50801,413,51,Central,Cedar Rapids,3,2015,7126.21,6562.34,6277.6295,0.085925143,0,0,0,0,0,0,0,0,0,0,0,0,0
128251,1905,Buy More Supercenter,ID,83221,400,47,West,Salt Lake City,3,2015,10408.14,12434.98,6277.4694,-0.162995035,0,0,0,0,0,0,0,0,0,0,0,0,0
127511,1235,Buy More Supercenter,TX,78229,86,8,Central,San Antonio,2,2018,6159.3996,6544.72,6277.2334,-0.058875002,0,6,4,0,0,1,0,2,2,0,6,3,0
131421,6365,Member's Buy More,VA,22901,33,Northeast,Northeast,Charlottesville,1,2016,5557.0598,3475.38,6277.08,0.598979047,1,0,0,0,0,0,0,0,0,0,0,0,0
181543,6238,Member's Buy More,OK,74055,6,South Central,Central,Tulsa,2,2017,4999.57,3242.8632,6275.05,0.541714741,1,1,3,0,2,0,0,0,0,0,1,3,0
128107,1775,Buy More Supercenter,OR,97355,478,60,West,"Portland, OR",3,2017,6569.6998,5887.0533,6274.71,0.115957248,0,0,0,0,1,0,0,0,0,0,0,0,0
131382,6328,Member's Buy More,IL,60804,17,North Central,Central,Chicago,3,2018,34936.9098,43790.3798,6273.02,-0.202178425,0,4,3,0,0,0,1,1,16,0,1,3,0
128177,1839,Buy More Supercenter,OH,44053,214,20,Northeast,Cleveland,2,2015,4370.58,6444.18,6272.93,-0.321778721,0,0,0,0,0,0,0,0,0,0,0,0,0
129669,3493,Buy More,CA,94553,452,56,West,San Francisco-Oakland,3,2016,5842.5698,10465.62,6272.06,-0.441736868,0,0,0,0,0,0,0,0,0,0,1,0,0
131293,618,Buy More Supercenter,GA,30141,26,2,Southeast,Atlanta,3,2018,11148.6196,6727.8499,6271.41,0.657085067,1,1,2,1,0,2,0,1,0,0,3,2,1
129933,383,Buy More Supercenter,TX,77656,66,13,Central,Beaumont-Port Arthur,1,2018,3986.5295,5189.0299,6270.0433,-0.231738961,0,1,1,0,1,3,0,1,0,0,4,0,0
128794,2458,Buy More Supercenter,CA,93906,451,56,West,Monterey-Salinas,1,2016,4376.1667,8266.44,6269.78,-0.47061048,0,0,0,0,0,0,0,0,0,0,0,0,0
128611,2247,Buy More Supercenter,NC,27518,299,27,Southeast,Raleigh-Durham,3,2017,3688.7697,3396.1867,6269.58,0.086150446,0,3,1,0,1,1,0,0,0,0,2,2,0
128792,2455,Buy More Supercenter,MT,59404,383,60,West,Helena,1,2017,6221.5498,5137.3334,6268.96,0.211046532,0,0,0,0,1,0,0,0,0,0,0,0,0
130860,54,Buy More Supercenter,AR,72764,322,42,Central,Little Rock-Springdale,3,2015,2707.09,2401.08,6267.43,0.127446816,0,0,0,0,0,0,0,0,0,0,0,0,0
127488,1214,Buy More Supercenter,KS,67701,406,47,Central,Wichita-Hutchinson Plus,2,2015,6831.16,9599.88,6266.8494,-0.288411938,0,0,0,0,0,0,0,0,0,0,0,0,0
128911,2580,Buy More Supercenter,NC,28328,300,4,Southeast,Raleigh-Durham,3,2016,3359.2635,11254.84,6265.43,-0.70152721,0,2,0,0,1,0,0,0,0,0,1,0,0
588408,3078,Buy More Supercenter,NJ,8816,175,17,Northeast,New Jersey,3,2016,5782.6235,4991.19,6265.2294,0.158566093,0,2,0,0,1,0,0,1,0,0,2,0,0
128964,2634,Buy More Supercenter,NH,3581,180,16,Northeast,Portland-Auburn,1,2016,5723.2267,3979.54,6264.58,0.438162878,0,2,0,0,1,0,0,0,0,0,0,0,0
129889,3777,Buy More Supercenter,TX,75033,56,5,Central,Dallas,3,2017,4076.57,6377.8202,6263.46,-0.360820802,0,0,0,0,0,0,0,0,0,0,0,0,0
130631,5133,Buy More Supercenter,CA,96007,457,56,West,Sacramento,3,2016,3956.8,8560.97,6261.88,-0.537809384,0,1,0,0,1,0,0,1,0,0,1,0,0
132175,8265,Member's Buy More,LA,70601,91,South Central,Southeast,Lake Charles,1,2018,8620.8396,1854.8498,6261.6498,3.647729212,1,0,1,1,0,0,2,0,0,0,0,1,0
129550,3349,Buy More Supercenter,FL,33983,118,11,Southeast,Tampa-St. Petersburg,3,2016,2130.5634,3805.06,6258.96,-0.440071011,0,0,0,0,0,0,0,0,0,0,0,0,0
127949,1634,Buy More Supercenter,MN,56345,419,52,Central,Minneapolis-St. Paul,3,2015,7656.71,8698.85,6257.6796,-0.119802043,0,0,0,0,0,0,0,0,0,0,0,0,0
129836,37,Buy More Supercenter,MO,63640,335,40,Central,St. Louis,3,2018,7704.4997,8045.1299,6257.4702,-0.042339925,0,0,1,1,0,0,1,0,0,0,0,1,2
128528,216,Buy More Supercenter,IL,62959,271,43,Central,St. Louis,3,2018,4113.5994,4689.0899,6256.8899,-0.122729679,0,0,1,2,0,1,0,0,1,0,0,0,0
132178,8268,Member's Buy More,TX,76180,30,South Central,Central,Ft. Worth,2,2018,5894.8205,8266.95,6256.3601,-0.286941315,0,1,0,0,0,0,0,1,0,0,1,0,0
129054,2729,Buy More Supercenter,CO,80524,378,47,West,Denver,3,2015,9414.44,10277.98,6256,-0.084018455,0,0,0,0,0,0,0,0,0,0,0,0,0
131488,644,Buy More Supercenter,SC,29624,39,4,Southeast,"Greenville, SC",2,2016,3527.7532,4480.49,6254.97,-0.212641207,0,0,0,0,0,0,0,0,0,0,0,0,0
129701,3527,Buy More Supercenter,FL,34986,107,11,Southeast,Gainesville-West Palm Beach,3,2016,3218.2566,4947.75,6254.84,-0.349551493,0,0,0,0,0,0,0,0,0,0,0,0,0
132383,9089,None,AR,72716,Corporate,HO,Central,Little Rock-Springdale,3,2018,0,313,6251.0099,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
